passenger1,passenger2,flightsTogether
6729,10726,4
10796,3618,4
8260,10744,4
11360,11395,4
6652,9840,4
10530,3573,4
10454,3410,4
3503,1782,4
10548,10253,4
2529,6912,4
4130,6468,4
10873,5538,4
5734,1246,4
8475,8114,4
8114,1343,4
7713,8513,4
8579,8399,4
11740,11764,4
11735,11737,4
11781,11720,4
5387,9910,4
4350,4717,4
10658,11438,4
3970,360,4
5579,3663,4
3554,4601,4
6575,8235,4
7671,5299,4
4745,3612,4
9171,7008,4
9812,9653,4
10954,9812,4
11990,11963,4
1173,11895,4
780,6689,4
7825,1263,4
7336,3551,4
4823,2479,4
1064,6522,4
10083,7098,4
4337,7679,4
4336,4121,4
1041,7679,4
7679,4318,4
6548,2503,4
10058,5132,4
7076,5132,4
4121,7706,4
10037,6024,4
10037,1296,4
3522,4137,4
11923,2423,4
11906,5873,4
11965,2423,4
12018,12088,4
371,2411,4
6522,2138,4
7191,47,4
47,5116,4
9421,7510,4
8653,47,4
3243,9068,4
5787,7877,4
1079,3867,4
10097,9725,4
1052,8132,4
12120,12166,4
7507,8040,4
1164,4749,4
5227,9752,4
5459,8595,4
3519,4444,4
5575,3802,4
11871,1966,4
11876,3322,4
11876,3361,4
6777,6464,4
8353,11871,4
10785,10234,4
11803,5093,4
382,4070,4
8030,10785,4
8030,4070,4
10355,2783,4
5295,1718,4
11067,3867,4
10328,6317,4
4827,7983,4
2323,11745,4
6701,12297,4
12318,12376,4
12400,12369,4
12352,12358,4
9225,5711,4
7633,119,4
4626,8922,4
3309,3720,4
3876,435,4
7446,9503,4
2758,8505,4
6953,7018,4
420,7018,4
6532,2225,4
10572,6548,4
1057,2412,4
12371,5080,4
1041,6171,4
9294,3309,4
6425,5121,4
10227,9600,4
9508,9094,4
9941,6032,4
8286,362,4
360,11633,4
12035,6116,4
1398,1473,4
7717,4524,4
9472,9274,4
5277,5163,4
2776,1032,4
9542,2271,4
11324,7477,4
9779,6143,4
11600,707,4
2221,10261,4
12574,12535,4
12508,12578,4
12576,12541,4
3993,4379,4
9300,5459,4
9063,8197,4
6924,10089,4
9725,3957,4
3789,4718,4
8466,11280,4
3910,4399,4
8173,4439,4
2949,10780,4
10847,45,4
3863,6002,4
10720,5955,4
10720,10847,4
7812,11844,4
1352,11896,4
2171,11171,4
7951,1029,4
12074,7307,4
10809,11262,4
12063,1733,4
7043,2702,4
11746,11676,4
12789,12746,4
5238,9402,4
5238,5044,4
3451,2841,4
3601,6451,4
12890,12810,4
12810,12886,4
12969,12911,4
12983,12902,4
12948,12921,4
12939,12902,4
12916,12940,4
5998,8944,4
4329,4816,4
11594,859,4
375,972,4
6591,5605,4
1225,12437,4
9291,3174,4
3957,1746,4
11239,8317,4
7324,697,4
1419,5101,4
11192,10614,4
10196,9174,4
3992,6060,4
13107,11652,4
2043,3658,4
13450,13445,4
565,9653,4
139,10357,4
3513,5958,4
370,6526,4
6596,5084,4
8206,9823,4
13129,8258,4
13642,13612,4
13607,13685,4
13605,13644,4
11579,4673,4
10326,3992,4
3309,5377,4
1424,8754,4
481,9512,4
3524,11018,4
2030,381,4
9420,7341,4
3512,2333,4
6860,12587,4
4124,6010,4
6807,3105,4
13792,13771,4
8329,11694,4
10960,4637,4
1981,2125,4
1981,12244,4
5275,4410,4
6074,13124,4
8222,11383,4
1272,4502,4
13549,1272,4
13876,13887,4
10808,8821,4
3382,3431,4
3431,13900,4
9408,8504,4
7670,10595,4
10601,11186,4
8995,10314,4
8036,7451,4
7853,7327,4
1772,12539,4
1772,7853,4
1064,5414,4
1064,6001,4
10762,4972,4
8732,10329,4
6099,13605,4
1977,13644,4
13644,1151,4
2068,7053,4
9599,6532,4
12284,4810,4
13385,11047,4
6616,13627,4
289,6104,4
5161,12570,4
435,13276,4
2479,311,4
9445,10023,4
2778,7350,4
7350,2251,4
2243,2007,4
2829,3953,4
14069,14051,4
14008,14096,4
10585,13404,4
5922,6414,4
9179,6414,4
7877,4746,4
12013,9867,4
5081,10988,4
5513,13232,4
1025,3907,4
3297,2485,4
3926,9649,4
12170,3680,4
12787,5632,4
6809,13251,4
4115,9280,4
4989,13848,4
12948,1181,4
10605,2588,4
7429,3532,4
6548,2338,4
10795,12841,4
12600,3880,4
5681,12064,4
9252,7118,4
2975,5867,4
9351,12477,4
12483,6939,4
7627,7591,4
5480,6695,4
1101,5371,4
11571,11192,4
4391,11571,4
7593,2610,4
11872,10595,4
11880,13668,4
2994,5101,4
1769,3897,4
10067,3897,4
42,11211,4
13264,138,4
13284,42,4
2548,7503,4
4770,3319,4
2106,8810,4
3777,3107,4
1688,904,4
7530,12146,4
2927,49,4
6575,7530,4
1009,9576,4
8763,9994,4
4755,8057,4
3865,8358,4
2388,3048,4
5920,11070,4
10652,13160,4
11282,12908,4
12862,9688,4
6261,14095,4
6056,5919,4
2844,13637,4
14657,14673,4
14681,14684,4
14636,14626,4
14782,14761,4
14763,14796,4
11528,5490,4
11290,15186,4
11416,15121,4
11911,12323,4
119,175,4
255,243,4
365,387,4
352,349,4
568,521,4
598,512,4
660,638,4
611,688,4
722,779,4
848,812,4
850,837,4
899,848,4
883,853,4
851,894,4
1024,1063,4
1088,1055,4
294,296,4
556,536,4
628,609,4
609,696,4
638,683,4
697,664,4
830,853,4
1086,1019,4
1186,1163,4
1044,382,4
395,1038,4
368,1007,4
1021,354,4
793,1051,4
773,1073,4
755,1035,4
751,324,4
758,315,4
395,706,4
1528,1502,4
1571,1514,4
1779,1764,4
1998,1936,4
1960,1937,4
1968,1970,4
1992,1976,4
1974,1990,4
1947,1942,4
1936,1998,4
1902,1913,4
2062,2042,4
2180,2164,4
2150,2171,4
2189,2129,4
2189,2134,4
2191,2147,4
2122,2111,4
2134,2189,4
2129,2162,4
2169,2114,4
2277,2299,4
2261,2282,4
2288,2272,4
2249,2268,4
2254,2295,4
2363,2390,4
2419,2486,4
2432,2418,4
2415,2465,4
2043,169,4
2079,117,4
2557,2521,4
2503,2573,4
2705,2709,4
2751,2723,4
2895,2885,4
2951,2996,4
3074,3026,4
3120,3173,4
3271,3206,4
3297,3261,4
3380,3349,4
294,3109,4
294,3112,4
276,3199,4
280,3109,4
3438,3440,4
3451,3421,4
3477,3411,4
333,1561,4
1589,2613,4
369,1503,4
2667,1506,4
2608,1287,4
3566,3572,4
3506,3503,4
3691,3629,4
3679,3610,4
3491,760,4
746,3477,4
701,3436,4
3475,1001,4
716,3405,4
763,3493,4
3730,3718,4
3779,3707,4
3908,3904,4
4075,4037,4
3188,2152,4
4170,4121,4
3104,2521,4
610,2586,4
2567,606,4
275,2521,4
1693,490,4
2531,490,4
660,2537,4
1636,1034,4
2610,1254,4
3990,1236,4
4201,4217,4
4207,4296,4
3122,1023,4
772,3193,4
3446,641,4
3436,679,4
3471,218,4
2539,601,4
2962,947,4
4379,4361,4
4332,4399,4
2964,340,4
2514,1581,4
3563,2255,4
4425,4496,4
4417,4434,4
4467,4403,4
4460,4401,4
3651,2460,4
3679,2407,4
3900,2391,4
2571,3421,4
4607,4645,4
4685,4650,4
4640,4633,4
4677,4633,4
4661,4657,4
4614,4673,4
4625,4602,4
1666,1465,4
1034,435,4
1439,2867,4
1611,1250,4
4643,1659,4
3271,618,4
3271,3349,4
121,3609,4
2392,3691,4
1867,4675,4
4939,4919,4
1571,2636,4
3932,2620,4
3173,1437,4
1437,4441,4
5117,5159,4
5170,5198,4
5279,5278,4
3331,1917,4
2328,3568,4
2328,3517,4
2478,2247,4
2464,3520,4
5396,5362,4
2293,3671,4
1358,2255,4
2437,3536,4
1321,126,4
2407,1330,4
2910,2407,4
141,3589,4
4975,4640,4
1707,1445,4
1272,1365,4
1375,1272,4
5171,3702,4
382,3426,4
574,352,4
5421,5416,4
5410,5423,4
5401,5484,4
5463,5401,4
5438,5467,4
5498,5438,4
4693,5010,4
5590,5505,4
4359,2988,4
5463,4009,4
1482,5463,4
2422,5116,4
4106,1288,4
4245,4678,4
5755,5779,4
5716,5771,4
5766,5779,4
5740,5733,4
674,1739,4
2174,1182,4
4638,1451,4
2963,1942,4
4977,4611,4
4927,4630,4
4972,1865,4
3908,4925,4
3164,3356,4
1649,1219,4
1649,5143,4
2454,5143,4
338,3587,4
3943,290,4
5904,5953,4
5970,5961,4
5935,5995,4
5127,3250,4
6059,6089,4
6152,6158,4
5282,4702,4
5773,5982,4
1611,5765,4
64,5768,4
4967,4542,4
3963,4914,4
4346,1662,4
6535,6508,4
6876,6807,4
5009,5450,4
5053,391,4
5042,4292,4
5422,4551,4
3937,1538,4
4523,5042,4
1801,4292,4
1046,5025,4
6977,6938,4
5803,4739,4
6673,3266,4
6694,5002,4
7477,7431,4
7471,7460,4
7581,7550,4
7571,7509,4
5919,5725,4
2943,5733,4
7568,1163,4
6725,5522,4
5526,6711,4
2159,5692,4
4294,3651,4
172,4260,4
7741,7793,4
7746,7713,4
7800,7773,4
4841,7306,4
5321,7307,4
7136,4131,4
3573,1315,4
7585,4184,4
2288,2182,4
1059,5307,4
3453,5952,4
8165,8102,4
8106,8181,4
8221,8226,4
7790,8373,4
8548,8519,4
2572,659,4
739,428,4
1638,5318,4
1291,3896,4
4209,5905,4
4199,7603,4
6160,4752,4
4473,5944,4
3873,7590,4
2485,7379,4
2485,7733,4
5303,3472,4
7571,5033,4
5303,6931,4
3472,2645,4
7463,3472,4
7463,6937,4
7489,5922,4
2746,5842,4
8017,3547,4
6889,4942,4
6889,6001,4
324,6854,4
6836,4373,4
5724,6874,4
6848,5993,4
6827,5761,4
5977,6825,4
6824,5481,4
6075,6880,4
5440,5720,4
5500,5720,4
5966,4969,4
5966,4990,4
6096,5761,4
6096,6829,4
6847,5494,4
4607,5720,4
6017,6878,4
3120,6833,4
5954,3544,4
6833,4481,4
6039,6884,4
6469,4412,4
6469,6063,4
6854,1884,4
5720,5500,4
6049,6854,4
6874,959,4
6844,324,4
670,7753,4
420,3436,4
8609,8696,4
7346,6357,4
3024,7740,4
4416,5978,4
8126,1544,4
3330,4550,4
7645,8190,4
1230,3855,4
8973,8936,4
8931,8963,4
8934,8956,4
1700,6774,4
4613,3173,4
2453,6580,4
1747,233,4
1468,6486,4
1050,3140,4
8216,3292,4
8684,8142,4
8454,8654,4
6567,8380,4
8690,4156,4
233,7948,4
2432,8200,4
2032,3637,4
5812,511,4
7074,5869,4
5850,6548,4
9052,9007,4
2732,3180,4
4036,5742,4
7508,8245,4
1335,6565,4
7551,8276,4
8596,2518,4
6580,6938,4
6299,6550,4
4105,286,4
3772,3979,4
9083,6396,4
6127,9028,4
7185,5051,4
6468,7586,4
2926,5566,4
3093,5505,4
8279,3371,4
7532,2651,4
8299,5081,4
8461,1053,4
6242,8037,4
8073,6876,4
1053,6810,4
249,7612,4
6231,7033,4
6706,6831,4
6915,2861,4
3356,211,4
9360,9314,4
4484,8843,4
8280,3409,4
3734,5808,4
6106,8108,4
1700,8108,4
8307,3049,4
8517,6093,4
9420,9446,4
9587,9505,4
1151,1998,4
6259,494,4
2156,8420,4
9620,9676,4
9619,9630,4
9602,9656,4
9692,9658,4
9789,9743,4
905,6805,4
9026,1641,4
9505,1005,4
6388,7542,4
212,8598,4
6310,7899,4
5109,734,4
9850,9848,4
2665,8810,4
9263,8563,4
9243,8563,4
9937,9959,4
1733,6583,4
8705,163,4
4927,7603,4
8516,9259,4
7246,7590,4
9944,2504,4
6127,797,4
3718,4142,4
9970,9313,4
4563,3755,4
8609,9548,4
5683,9601,4
7131,4933,4
4329,9619,4
622,9686,4
9601,4076,4
9728,7162,4
8904,6725,4
9920,481,4
6126,2652,4
497,8793,4
1796,4253,4
2310,4978,4
344,8804,4
4391,6892,4
2201,7568,4
8685,3608,4
3925,10115,4
1055,8044,4
9230,10060,4
9340,1223,4
8190,4850,4
8411,10322,4
10313,5737,4
10420,10427,4
10481,10454,4
10476,10425,4
10433,10494,4
10485,10461,4
8014,10145,4
7951,9454,4
398,10394,4
6813,7768,4
10550,10516,4
5447,3278,4
2068,5447,4
7134,7253,4
5544,10397,4
2534,6478,4
6827,7747,4
8197,6136,4
5760,4613,4
5163,2441,4
7153,9267,4
1437,3640,4
10731,10742,4
10760,10791,4
10742,10731,4
10741,10714,4
10771,10710,4
10709,10774,4
10709,10714,4
10799,10766,4
10774,10703,4
10774,10767,4
10719,10709,4
10705,10727,4
6175,5079,4
5569,8351,4
10899,10832,4
10936,10911,4
9924,9418,4
11124,11101,4
11194,11193,4
11127,11158,4
11142,11187,4
11145,11156,4
11131,11142,4
11143,11142,4
11151,11173,4
11180,11189,4
11180,11127,4
11180,11130,4
11205,11214,4
11271,4496,4
11296,5459,4
4496,1678,4
9761,9828,4
1246,3616,4
9752,4496,4
10788,191,4
9645,10726,4
10726,6729,4
191,10727,4
5522,10788,4
9815,8268,4
7726,9433,4
11331,11332,4
11393,11324,4
11056,10967,4
3486,7064,4
10409,9744,4
10503,9098,4
3243,10541,4
6180,10267,4
9757,10644,4
1863,6468,4
556,6013,4
8195,1164,4
2495,8101,4
8579,9770,4
2970,8149,4
11720,11773,4
11837,11803,4
8289,3502,4
2785,4565,4
8235,2181,4
5299,2970,4
2529,1242,4
5337,255,4
11766,9623,4
11090,763,4
11964,11926,4
11863,1173,4
3416,1254,4
6165,7825,4
8194,1404,4
7706,237,4
1138,1404,4
1670,4823,4
863,2479,4
3851,614,4
4336,5530,4
8912,614,4
1762,1064,4
210,7679,4
241,557,4
241,10023,4
400,2479,4
371,1378,4
8424,3275,4
2489,400,4
5209,4188,4
4188,4269,4
4188,2174,4
4188,2108,4
4010,2532,4
4010,736,4
2117,210,4
9386,4641,4
5069,4308,4
1820,5069,4
11922,11483,4
5380,11466,4
3693,2744,4
1528,8653,4
5162,4675,4
6317,5162,4
2208,4147,4
8363,8257,4
8257,1413,4
4632,1490,4
10535,3223,4
4732,9997,4
6777,2765,4
11853,4853,4
6036,9685,4
11274,11324,4
5511,11267,4
8659,8721,4
10243,2702,4
4917,3963,4
6208,3867,4
637,11221,4
6086,1142,4
8595,11919,4
8595,4802,4
11957,556,4
9383,5850,4
1782,5002,4
8735,2068,4
11276,10234,4
10203,3299,4
6464,11880,4
6464,10778,4
3322,10778,4
5277,11803,4
10719,8030,4
7844,10702,4
2726,10797,4
3693,10175,4
9745,8383,4
1617,5748,4
5653,10095,4
9421,7881,4
5943,1079,4
633,11939,4
8078,6458,4
3226,10516,4
3296,11207,4
4242,2758,4
4891,9676,4
9282,10283,4
9893,3581,4
9893,7747,4
636,8529,4
11946,2747,4
8323,11963,4
7834,2758,4
12302,4204,4
12352,12203,4
4133,969,4
6458,1115,4
8845,7393,4
8299,10399,4
10596,8039,4
8994,3569,4
8830,9615,4
7877,11364,4
6050,11633,4
10050,7948,4
8704,9114,4
7980,1871,4
6953,1449,4
1340,8149,4
5136,11727,4
9623,11324,4
420,9665,4
9665,11456,4
8595,8197,4
11649,4444,4
2185,11649,4
953,11243,4
7507,11662,4
10089,10526,4
3820,12505,4
6947,12581,4
5755,9421,4
9985,7163,4
259,5956,4
4811,3173,4
7643,8471,4
10780,9544,4
2941,5046,4
1954,8339,4
3889,12014,4
6056,2640,4
4594,6899,4
11305,1386,4
11896,9294,4
10809,11594,4
12703,12709,4
12797,12764,4
12834,12895,4
611,6532,4
2545,7123,4
5955,8594,4
12942,12963,4
6843,11559,4
5623,7346,4
8679,5592,4
11193,3269,4
448,8524,4
11322,3993,4
420,10016,4
7007,12430,4
4850,352,4
8252,4496,4
13138,13154,4
12173,8320,4
8038,6864,4
10196,9858,4
7205,2522,4
12614,8355,4
9858,13471,4
13492,8372,4
13658,13607,4
13651,13638,4
13643,13669,4
6146,4940,4
6576,8252,4
7638,6030,4
11509,7657,4
11583,12061,4
4209,10559,4
12006,11510,4
9305,1521,4
9305,9904,4
5216,10857,4
13414,7820,4
13847,13851,4
13896,13819,4
13833,13872,4
13857,13848,4
11730,12959,4
6235,8015,4
1225,7846,4
11847,7286,4
5610,10314,4
2439,10601,4
11716,9077,4
3875,11593,4
456,1033,4
10812,1064,4
3615,12389,4
3615,12553,4
7327,3597,4
7508,10760,4
8132,2549,4
8732,9777,4
10798,7327,4
3041,12539,4
12785,7072,4
7072,809,4
5910,726,4
10858,2565,4
13276,998,4
13336,9683,4
7625,9805,4
11326,8263,4
13365,1723,4
1723,2778,4
2778,3078,4
917,5451,4
8263,9601,4
13515,5035,4
14025,14069,4
14067,14094,4
3889,12587,4
13900,926,4
9252,778,4
8929,778,4
13549,370,4
1342,5368,4
3206,9856,4
8332,13644,4
13851,1656,4
5681,4989,4
14056,12815,4
12841,5802,4
3899,12019,4
4516,13215,4
7502,12401,4
6695,11513,4
1972,5480,4
1112,8964,4
5319,6060,4
2069,1769,4
2994,11211,4
5754,2106,4
3319,6067,4
13218,2994,4
7555,3897,4
3897,13561,4
183,7555,4
10205,5007,4
4770,7194,4
13249,8446,4
6578,7379,4
7624,2099,4
4687,8178,4
5693,7530,4
11870,3121,4
6258,1009,4
12146,4540,4
8552,4166,4
1694,2005,4
1196,10631,4
3759,9445,4
11353,1196,4
14055,11208,4
6261,14071,4
13163,779,4
14631,14669,4
14751,14744,4
14703,14759,4
14756,14759,4
14715,14767,4
14761,14702,4
2951,5959,4
15049,15061,4
15071,15049,4
15135,11290,4
15188,6764,4
3,50,4
294,223,4
356,323,4
405,486,4
680,684,4
738,772,4
833,805,4
819,899,4
907,918,4
311,338,4
385,367,4
836,882,4
891,827,4
946,972,4
988,923,4
1012,1100,4
1009,1037,4
308,1007,4
355,1007,4
1053,385,4
376,1051,4
1315,1335,4
1343,1386,4
1398,1321,4
1034,1205,4
382,749,4
1051,781,4
1073,719,4
778,1035,4
791,1023,4
712,313,4
751,1029,4
1021,750,4
392,762,4
324,791,4
761,1057,4
701,355,4
763,324,4
764,334,4
764,362,4
1897,1883,4
1964,1930,4
1987,1972,4
1974,1960,4
1938,1904,4
1989,1945,4
2176,2198,4
2142,2148,4
2153,2181,4
2126,2109,4
2191,2102,4
2119,2142,4
2289,2219,4
2276,2288,4
2272,2284,4
2318,2381,4
2452,2484,4
2440,2470,4
2418,2457,4
2457,2475,4
2571,2503,4
2538,2551,4
2519,2503,4
2758,2722,4
2914,2952,4
2952,2908,4
3030,3011,4
1299,430,4
3172,3174,4
3253,3286,4
3341,3368,4
274,3157,4
3180,611,4
670,212,4
613,204,4
3447,3476,4
3479,3477,4
2697,1223,4
1581,2674,4
1587,2655,4
2675,1521,4
3508,3580,4
3586,3537,4
3545,3590,4
3105,216,4
3690,3648,4
1811,2702,4
1831,2745,4
3444,724,4
3707,3779,4
3876,3874,4
3867,3808,4
3808,3867,4
3817,3875,4
3955,3989,4
4079,4077,4
4011,4029,4
4080,4007,4
2197,292,4
281,609,4
218,2183,4
2153,272,4
1479,2728,4
4121,4141,4
4126,4147,4
3180,2522,4
1300,1693,4
1300,2510,4
299,2567,4
606,2563,4
255,490,4
403,1646,4
231,2561,4
2537,692,4
1508,2666,4
4219,4201,4
4261,4294,4
4260,4230,4
628,3479,4
1053,272,4
3172,3411,4
733,290,4
255,1673,4
456,154,4
2962,970,4
4362,4305,4
4362,4373,4
4397,4347,4
4336,4388,4
1394,994,4
2959,1367,4
2969,1367,4
935,2944,4
975,1391,4
2943,911,4
1581,1300,4
3933,1297,4
2570,2667,4
3577,2223,4
3577,2273,4
3578,2223,4
2223,3563,4
126,2441,4
3662,2460,4
4583,4516,4
4536,4559,4
4388,4069,4
276,3440,4
4506,1005,4
4615,4685,4
4674,4668,4
1248,1844,4
204,1696,4
2789,204,4
3046,979,4
2906,1844,4
4357,3360,4
1984,3225,4
119,3609,4
3700,2486,4
4962,4925,4
4979,4925,4
5120,5157,4
5115,5166,4
3551,2306,4
5345,5336,4
5352,5361,4
2951,141,4
1387,3639,4
2325,2255,4
2325,988,4
2965,2273,4
972,126,4
2223,1384,4
3635,920,4
3571,2437,4
3567,1350,4
2935,126,4
2407,2221,4
2965,771,4
2786,2942,4
2914,613,4
867,5143,4
5471,5500,4
5496,5478,4
5406,5456,4
5508,5589,4
1744,3787,4
5670,5693,4
5463,4013,4
2187,5113,4
4109,348,4
2712,4169,4
1430,5076,4
5092,5333,4
4219,5026,4
4575,5019,4
5744,5715,4
5706,5768,4
5766,5761,4
5796,5746,4
5705,5759,4
5737,5768,4
5759,5780,4
5747,5780,4
1326,554,4
2537,1797,4
5007,3317,4
2477,2694,4
1828,4933,4
1229,2203,4
735,5867,4
399,2998,4
2635,670,4
5143,2998,4
363,2617,4
2904,344,4
2700,2998,4
2320,2565,4
226,5143,4
5951,5935,4
5963,5913,4
5942,5963,4
5991,5912,4
5996,5963,4
5956,5967,4
5925,5909,4
2182,5133,4
6014,6084,4
6060,6030,4
6031,6097,4
6088,6095,4
4211,5041,4
6188,5691,4
5628,6141,4
3266,3123,4
5912,5792,4
5773,3015,4
5916,1636,4
5792,1616,4
5935,167,4
5708,5982,4
5269,4752,4
4068,337,4
4199,5204,4
1587,928,4
1972,4740,4
1643,3963,4
443,4632,4
4609,443,4
5434,1572,4
4542,3920,4
2509,3527,4
3963,1651,4
4069,4903,4
1572,4346,4
6516,6501,4
6580,6570,4
6710,6735,4
1819,4523,4
5356,2710,4
4255,3295,4
4300,5053,4
5025,2403,4
1476,4258,4
4258,2509,4
2848,3670,4
2848,443,4
6951,6983,4
6972,6960,4
6908,6974,4
6950,6977,4
7036,7001,4
6618,5041,4
7117,7167,4
7162,7193,4
7218,7271,4
7316,7363,4
7423,7492,4
7431,7437,4
5997,2760,4
942,2196,4
7077,6554,4
5779,2975,4
2879,5788,4
4807,2676,4
675,2620,4
362,4849,4
2271,578,4
5768,1311,4
7720,7724,4
7850,7877,4
3668,3226,4
7139,2254,4
4850,5707,4
8123,8200,4
8127,8116,4
8113,8152,4
8167,8126,4
8226,8295,4
8231,8253,4
7741,8326,4
2328,5577,4
4208,6776,4
3177,2874,4
4598,1266,4
187,1158,4
4752,334,4
7180,6585,4
6580,7186,4
2101,3293,4
2437,4932,4
2910,866,4
937,896,4
7580,8355,4
3463,5012,4
5426,7540,4
5303,5775,4
5303,7495,4
6023,8099,4
6896,5954,4
324,4990,4
1619,3544,4
5706,6878,4
4373,6885,4
6408,6893,4
2734,6829,4
2734,6832,4
2734,6825,4
6848,184,4
438,6096,4
6829,1884,4
2717,6853,4
6075,6809,4
5761,4942,4
5500,6885,4
6017,6847,4
5954,6039,4
4990,2993,4
5481,4481,4
5788,2773,4
6049,5734,4
6874,6077,4
4942,324,4
5734,4990,4
5734,6001,4
4481,6830,4
4412,6870,4
5771,6889,4
7410,7192,4
5800,2227,4
3414,420,4
1208,7318,4
4798,7866,4
8752,8702,4
8190,606,4
7601,2776,4
7685,4550,4
5482,4035,4
7699,2589,4
1230,95,4
606,1635,4
3292,4421,4
1432,7606,4
8987,8945,4
8984,8965,4
8973,8970,4
8970,8948,4
8971,8955,4
8979,8931,4
1428,3405,4
7716,8945,4
4389,1075,4
4255,6059,4
4054,4593,4
1230,1182,4
7606,8216,4
8127,8654,4
1734,3471,4
1811,1701,4
5812,1183,4
4338,5869,4
9042,9007,4
572,2732,4
769,1913,4
4972,5204,4
4862,8245,4
877,8213,4
4846,4177,4
3837,4613,4
3293,7486,4
467,8121,4
763,1752,4
7776,1800,4
6707,2906,4
5579,3093,4
9298,9253,4
5787,5668,4
5787,8093,4
5590,8089,4
5590,4983,4
1569,5596,4
8037,6810,4
8073,8402,4
7033,4031,4
6486,2262,4
6575,615,4
9019,468,4
9367,9363,4
7652,8280,4
9495,9421,4
9501,9508,4
860,534,4
3180,4178,4
9676,9628,4
9690,9654,4
9630,9683,4
1641,6003,4
6084,1641,4
8078,9342,4
9101,6580,4
869,9266,4
8518,1319,4
9901,9945,4
9927,9901,4
9912,9988,4
9912,9997,4
9912,9902,4
9906,9921,4
9958,9959,4
2811,6365,4
6363,3819,4
10037,10057,4
10040,10060,4
5137,5094,4
8120,9562,4
4490,3172,4
7134,3020,4
159,4901,4
2379,4989,4
4989,1030,4
1045,3718,4
6100,7605,4
4076,9693,4
4449,9677,4
187,5383,4
9693,4860,4
6776,4860,4
9611,4553,4
4270,4329,4
9690,7131,4
4611,4092,4
3755,2811,4
4576,2597,4
4210,6567,4
7643,347,4
8724,6892,4
9682,9066,4
325,419,4
3508,5501,4
6878,7568,4
7506,8949,4
1223,1190,4
848,1223,4
6730,7696,4
5733,9443,4
10368,7662,4
10418,10486,4
10483,10409,4
10430,10425,4
10454,10485,4
10445,10480,4
10494,10482,4
5770,8824,4
4717,4454,4
9456,5304,4
6813,7220,4
9798,1160,4
7896,5546,4
8906,8007,4
5423,9441,4
9058,8120,4
3737,5966,4
8685,1325,4
5319,10625,4
9822,6741,4
8598,8014,4
9223,7153,4
315,3627,4
10702,10786,4
10742,10728,4
10741,10712,4
10710,10705,4
10710,10713,4
10766,10719,4
10704,10774,4
10709,10779,4
10744,10771,4
10764,10795,4
10751,10771,4
3858,534,4
10850,10806,4
1782,3468,4
9418,9755,4
2653,3239,4
11031,11065,4
7118,7286,4
5169,9360,4
11119,11188,4
11106,11189,4
11130,11103,4
11161,11127,4
11176,11189,4
11178,11169,4
11129,11183,4
11127,11140,4
11111,11153,4
11111,11135,4
11111,11165,4
11188,11135,4
11141,11153,4
11138,11163,4
11103,11106,4
11164,11180,4
11164,11138,4
11135,11199,4
11122,11140,4
11122,11108,4
11143,11190,4
11121,11129,4
11121,11108,4
11137,11180,4
11139,11163,4
11187,11122,4
11191,11108,4
11120,11135,4
11102,11180,4
11114,11132,4
11114,11178,4
11114,11106,4
11296,2097,4
9761,3616,4
9828,783,4
9828,6777,4
9828,9761,4
783,9997,4
783,11275,4
9621,11276,4
484,10709,4
10770,4774,4
11370,11388,4
11404,11469,4
1423,11062,4
11001,3518,4
10576,9977,4
3112,9057,4
10548,3243,4
10644,10536,4
5941,3245,4
1966,2457,4
5850,7507,4
5669,5850,4
10975,5850,4
8886,6541,4
8190,2747,4
11773,11720,4
11738,11722,4
6166,10791,4
10780,4803,4
7890,7638,4
9840,11311,4
8964,9405,4
544,10334,4
1511,11359,4
683,4701,4
11183,9623,4
23,9465,4
10740,6604,4
2785,4679,4
3502,4679,4
2251,8609,4
2957,9812,4
11729,4397,4
6116,11014,4
11906,11930,4
7904,6292,4
10910,9524,4
10806,3416,4
10833,1097,4
10841,7834,4
7098,10017,4
10083,5016,4
1670,10016,4
241,10037,4
6548,10058,4
2489,6024,4
4728,9659,4
4728,2174,4
5031,4584,4
5016,2503,4
9659,736,4
6310,8363,4
6310,4056,4
4543,6827,4
379,9209,4
4137,1300,4
5380,1276,4
12025,12063,4
12088,12002,4
10394,1138,4
5162,9421,4
8299,2544,4
10535,4632,4
3367,4363,4
318,11283,4
352,6904,4
9359,9955,4
9359,637,4
3867,9395,4
8132,6882,4
3507,9305,4
2159,3982,4
4707,8114,4
1464,4802,4
9049,7810,4
3924,5207,4
10841,8501,4
3802,5058,4
10767,9951,4
5096,3322,4
6464,4451,4
11880,4451,4
10234,10310,4
10714,2437,4
10714,8406,4
4070,2000,4
382,11817,4
8163,11880,4
871,793,4
10536,9291,4
9493,7191,4
1079,5116,4
2458,9493,4
7881,9421,4
2062,4827,4
47,9955,4
7902,4917,4
10089,2458,4
3894,11723,4
6184,11719,4
2859,5356,4
9685,11719,4
10592,3846,4
6475,6701,4
1343,870,4
8539,10009,4
9418,6095,4
2665,3133,4
1185,3296,4
1185,11207,4
2276,1074,4
12424,12438,4
12436,12408,4
4200,10572,4
10728,1737,4
1462,3845,4
1525,9433,4
5747,12305,4
12358,10954,4
11808,3896,4
5375,2012,4
2358,10461,4
781,10461,4
1178,8994,4
7222,5374,4
6708,5358,4
8830,264,4
2153,8204,4
9444,8204,4
8427,11450,4
11649,6050,4
79,9742,4
11472,9433,4
5925,2869,4
